	ID	KO	N_control	N_disease	AveExpr_control	AveExpr_disease	FC	P.Value
K18693	K18693	K18693: diacylglycerol diphosphate phosphatase / phosphatidate phosphatase [EC:3.1.3.81 3.1.3.4]	72	14	1.22E-07	5.25E-08	0.429607384	0.874520593
K17802	K17802	K17802: NO_NAME	72	14	8.36E-07	9.16E-08	0.109572569	0.874520593
K15859	K15859	"K15859: osomolarity two-component system, response regulator SKN7"	72	14	1.67E-07	5.56E-08	0.332584548	0.874520593
K18714	K18714	K18714: NO_NAME	72	14	2.56E-07	2.29E-08	0.089188806	0.874520593
K00863	K00863	K00863: triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]	72	14	4.10E-06	2.09E-06	0.509996138	0.874520593
K15901	K15901	K15901: NO_NAME	72	14	1.67E-07	4.64E-08	0.27887066	0.874520593
K17778	K17778	K17778: NO_NAME	72	14	3.26E-07	1.23E-07	0.378566002	0.874520593
K17774	K17774	K17774: mitochondrial distribution and morphology protein 10	72	14	1.88E-07	4.60E-08	0.243985411	0.874520593
K18722	K18722	K18722: NO_NAME	72	14	6.33E-08	6.15E-09	0.097165717	0.874520593
K00953	K00953	K00953: FAD synthetase [EC:2.7.7.2]	72	14	3.04E-07	1.58E-08	0.051829797	0.874520593
K17437	K17437	K17437: NO_NAME	72	14	1.58E-07	3.03E-08	0.191601759	0.874520593
K19611	K19611	K19611: ferric enterobactin receptor	72	14	1.65E-06	3.23E-07	0.195396182	0.874520593
K13617	K13617	K13617: NO_NAME	72	14	2.03E-07	5.82E-08	0.286749307	0.874520593
K02136	K02136	K02136: F-type H+-transporting ATPase subunit gamma	72	14	1.59E-07	4.56E-08	0.286604268	0.874520593
K14782	K14782	K14782: NO_NAME	72	14	1.36E-07	2.65E-08	0.194808605	0.874520593
K03681	K03681	K03681: exosome complex component RRP40	72	14	1.91E-07	4.03E-08	0.210951594	0.874520593
K14789	K14789	K14789: NO_NAME	72	14	2.26E-07	2.20E-08	0.097083739	0.874520593
K14205	K14205	K14205: phosphatidylglycerol lysyltransferase [EC:2.3.2.3]	72	14	6.61E-06	4.65E-06	0.703091062	0.874520593
K03061	K03061	K03061: 26S proteasome regulatory subunit T1	72	14	3.37E-07	1.53E-08	0.045409829	0.874520593
K14798	K14798	K14798: NO_NAME	72	14	1.41E-07	1.89E-08	0.134091877	0.874520593
K10627	K10627	K10627: E3 ubiquitin-protein ligase RAD18	72	14	8.02E-08	5.51E-08	0.686586637	0.874520593
K03750	K03750	K03750: molybdopterin biosynthesis protein MoeA	72	14	8.88E-05	9.98E-05	1.123333717	0.874520593
K03026	K03026	K03026: DNA-directed RNA polymerase III subunit RPC4	72	14	1.79E-07	2.19E-08	0.122674727	0.874520593
K03025	K03025	K03025: DNA-directed RNA polymerase III subunit RPC6	72	14	2.66E-07	2.36E-08	0.088718842	0.874520593
K03024	K03024	K03024: DNA-directed RNA polymerase III subunit RPC7	72	14	2.24E-07	2.96E-08	0.131748032	0.874520593
K10396	K10396	K10396: kinesin family member 5	72	14	1.99E-07	4.72E-08	0.237204666	0.874520593
K10839	K10839	K10839: UV excision repair protein RAD23	72	14	8.17E-08	3.45E-08	0.421825576	0.874520593
K14819	K14819	K14819: NO_NAME	72	14	8.34E-08	2.02E-08	0.24207203	0.874520593
K03882	K03882	K03882: NADH-ubiquinone oxidoreductase chain 4L [EC:1.6.5.3]	72	14	4.89E-07	2.83E-07	0.578294809	0.874520593
K03884	K03884	K03884: NADH-ubiquinone oxidoreductase chain 6 [EC:1.6.5.3]	72	14	1.47E-06	1.04E-06	0.708073881	0.874520593
K02147	K02147	K02147: V-type H+-transporting ATPase subunit B	72	14	1.44E-07	8.68E-09	0.060170484	0.874520593
K12063	K12063	K12063: conjugal transfer ATP-binding protein TraC	72	14	9.64E-06	3.19E-06	0.330878744	0.874520593
K12189	K12189	K12189: ESCRT-II complex subunit VPS25	72	14	1.91E-07	4.04E-08	0.211970241	0.874520593
K03955	K03955	K03955: NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1	72	14	1.20E-07	1.37E-07	1.149708634	0.874520593
K02922	K02922	K02922: large subunit ribosomal protein L37e	72	14	5.86E-07	1.66E-07	0.283619469	0.874520593
K12198	K12198	K12198: charged multivesicular body protein 5	72	14	9.25E-08	3.46E-08	0.374551662	0.874520593
K12261	K12261	K12261: 2-hydroxyacyl-CoA lyase 1 [EC:4.1.-.-]	72	14	1.07E-07	3.77E-08	0.351087326	0.874520593
K02202	K02202	K02202: cyclin-dependent kinase 7 [EC:2.7.11.22 2.7.11.23]	72	14	1.14E-07	4.74E-08	0.415010421	0.874520593
K04393	K04393	K04393: cell division control protein 42	72	14	2.30E-07	4.34E-08	0.188730383	0.874520593
K04441	K04441	K04441: p38 MAP kinase [EC:2.7.11.24]	72	14	1.47E-07	1.64E-08	0.111560111	0.874520593
K04513	K04513	"K04513: Ras homolog gene family, member A"	72	14	3.25E-07	4.58E-08	0.141225886	0.874520593
K11808	K11808	K11808: phosphoribosylaminoimidazole carboxylase [EC:4.1.1.21]	72	14	1.26E-07	7.89E-09	0.062529951	0.874520593
K12275	K12275	K12275: translocation protein SEC62	72	14	8.41E-08	7.89E-08	0.937834813	0.874520593
K14765	K14765	K14765: NO_NAME	72	14	1.82E-07	5.28E-08	0.290581003	0.874520593
K10849	K10849	K10849: DNA excision repair protein ERCC-1	72	14	2.79E-07	1.16E-07	0.415603802	0.874520593
K11398	K11398	K11398: chromatin modification-related protein EAF5	72	14	1.59E-07	2.73E-08	0.171598576	0.874520593
K11377	K11377	K11377: elongator complex protein 6	72	14	1.58E-07	2.80E-08	0.17739911	0.874520593
K11423	K11423	K11423: histone-lysine N-methyltransferase SETD2 [EC:2.1.1.43]	72	14	1.67E-07	9.43E-09	0.05640663	0.874520593
K14416	K14416	K14416: elongation factor 1 alpha-like protein	72	14	1.77E-07	4.54E-08	0.256664632	0.874520593
K11372	K11372	K11372: HAT1-interacting factor 1	72	14	1.96E-07	1.83E-08	0.093288575	0.874520593
K14543	K14543	K14543: mRNA transport regulator MTR2	72	14	3.43E-07	5.41E-08	0.157647653	0.874520593
K14407	K14407	K14407: cleavage stimulation factor subunit 2	72	14	3.59E-07	1.01E-07	0.282828902	0.874520593
K11366	K11366	K11366: ubiquitin carboxyl-terminal hydrolase 22/27/51	72	14	1.56E-07	1.45E-08	0.093481573	0.874520593
K11338	K11338	K11338: RuvB-like protein 2	72	14	1.15E-07	3.02E-08	0.261882453	0.874520593
K11314	K11314	K11314: transcriptional adapter 2-alpha	72	14	1.75E-07	5.14E-08	0.29396682	0.874520593
K11304	K11304	K11304: histone acetyltransferase HTATIP [EC:2.3.1.48]	72	14	1.97E-07	3.17E-08	0.161532414	0.874520593
K11294	K11294	K11294: nucleolin	72	14	9.18E-08	3.49E-08	0.38003211	0.874520593
K11279	K11279	K11279: nucleosome assembly protein 1-like 1	72	14	1.78E-07	6.61E-08	0.371387735	0.874520593
K11572	K11572	K11572: DASH complex subunit SPC19	72	14	1.25E-07	3.24E-08	0.260223779	0.874520593
K03239	K03239	K03239: translation initiation factor eIF-2B subunit alpha	72	14	2.25E-07	7.85E-08	0.348174759	0.874520593
K14328	K14328	K14328: regulator of nonsense transcripts 3	72	14	2.20E-07	5.57E-08	0.253115703	0.874520593
K11493	K11493	K11493: regulator of chromosome condensation	72	14	7.29E-08	4.61E-08	0.63312058	0.874520593
K03254	K03254	K03254: translation initiation factor 3 subunit A	72	14	1.41E-07	3.50E-08	0.247511188	0.874520593
K11108	K11108	K11108: RNA 3'-terminal phosphate cyclase-like protein	72	14	2.16E-07	3.99E-08	0.185127306	0.874520593
K03143	K03143	K03143: transcription initiation factor TFIIH subunit 3	72	14	1.73E-07	4.18E-08	0.24201044	0.874520593
K14675	K14675	K14675: TAG lipase / lysophosphatidylethanolamine acyltransferase [EC:3.1.1.3 2.3.1.-]	72	14	2.01E-07	4.71E-08	0.234327757	0.874520593
K11557	K11557	"K11557: kinetochore protein Spc24, fungi type"	72	14	9.41E-08	6.39E-08	0.679031961	0.874520593
K11558	K11558	"K11558: kinetochore protein Spc25, fungi type"	72	14	1.62E-07	2.32E-08	0.142582493	0.874520593
K11559	K11559	K11559: kinetochore protein Mis12/MTW1	72	14	1.53E-07	2.63E-08	0.171260539	0.874520593
K03137	K03137	K03137: transcription initiation factor TFIIE subunit beta	72	14	2.38E-07	1.37E-08	0.057446369	0.874520593
K03504	K03504	K03504: DNA polymerase delta subunit 3	72	14	2.74E-07	2.11E-08	0.076954686	0.874520593
K10949	K10949	K10949: ER lumen protein retaining receptor	72	14	3.64E-07	7.30E-08	0.200637956	0.874520593
K10865	K10865	K10865: double-strand break repair protein MRE11	72	14	1.55E-07	2.97E-08	0.192051482	0.874520593
K03245	K03245	K03245: translation initiation factor 3 subunit J	72	14	2.00E-07	9.42E-08	0.469822334	0.874520593
K11402	K11402	K11402: something about silencing protein 4	72	14	4.69E-08	2.94E-08	0.627980598	0.874520593
K02894	K02894	K02894: large subunit ribosomal protein L23e	72	14	4.05E-07	1.53E-07	0.378269135	0.874520593
K09829	K09829	K09829: C-8 sterol isomerase [EC:5.-.-.-]	72	14	1.38E-07	2.09E-08	0.151604794	0.874520593
K08857	K08857	K08857: NIMA (never in mitosis gene a)-related kinase	72	14	3.52E-07	5.30E-08	0.150535092	0.874520593
K02729	K02729	K02729: 20S proteasome subunit alpha 5 [EC:3.4.25.1]	72	14	2.41E-07	2.97E-08	0.123037383	0.874520593
K12817	K12817	K12817: pre-mRNA-splicing factor 18	72	14	2.66E-07	4.76E-08	0.179196923	0.874520593
K12837	K12837	K12837: splicing factor U2AF 65 kDa subunit	72	14	9.68E-08	2.49E-08	0.256860173	0.874520593
K06656	K06656	K06656: G1/S-specific cyclin PLC1	72	14	1.64E-07	5.18E-08	0.315007577	0.874520593
K15430	K15430	K15430: NO_NAME	72	14	1.48E-07	2.13E-08	0.144140348	0.874520593
K12843	K12843	K12843: U4/U6 small nuclear ribonucleoprotein PRP3	72	14	1.68E-07	1.52E-08	0.09087124	0.874520593
K12868	K12868	K12868: pre-mRNA-splicing factor SYF2	72	14	2.50E-07	3.73E-08	0.149508253	0.874520593
K15444	K15444	K15444: NO_NAME	72	14	1.69E-07	1.75E-08	0.103351883	0.874520593
K08587	K08587	K08587: clostripain	72	14	6.68E-08	6.33E-08	0.947658621	0.874520593
K08513	K08513	K08513: vesicle-associated membrane protein 4	72	14	6.77E-07	8.75E-08	0.129134723	0.874520593
K08501	K08501	K08501: syntaxin 8	72	14	2.12E-07	5.14E-08	0.242869707	0.874520593
K08496	K08496	K08496: golgi SNAP receptor complex member 2	72	14	1.83E-07	6.04E-08	0.330143675	0.874520593
K15073	K15073	K15073: NO_NAME	72	14	1.23E-07	1.04E-08	0.084735359	0.874520593
K08492	K08492	K08492: syntaxin 18	72	14	1.33E-07	4.27E-08	0.321710602	0.874520593
K12880	K12880	K12880: THO complex subunit 3	72	14	2.88E-07	5.52E-08	0.19153127	0.874520593
K06687	K06687	K06687: nucleolar protein involved in exit from mitosis	72	14	1.04E-07	1.09E-08	0.104929837	0.874520593
K02627	K02627	K02627: cell cycle regulator	72	14	1.41E-07	1.96E-08	0.138829171	0.874520593
K02605	K02605	K02605: origin recognition complex subunit 3	72	14	8.34E-08	2.20E-08	0.263560578	0.874520593
K08293	K08293	K08293: mitogen-activated protein kinase	72	14	2.72E-07	3.68E-08	0.13536579	0.874520593
K08266	K08266	K08266: target of rapamycin complex subunit LST8	72	14	1.79E-07	4.14E-08	0.231012357	0.874520593
K13093	K13093	K13093: NO_NAME	72	14	2.19E-07	2.61E-08	0.119022371	0.874520593
K07889	K07889	K07889: Ras-related protein Rab-5C	72	14	2.61E-07	1.09E-07	0.417292993	0.874520593
K02544	K02544	K02544: G2-specific checkpoint protein	72	14	2.01E-07	3.79E-08	0.188644232	0.874520593
K02542	K02542	K02542: DNA replication licensing factor MCM6 [EC:3.6.4.12]	72	14	2.34E-07	1.26E-08	0.053859556	0.874520593
K02537	K02537	K02537: mitotic spindle assembly checkpoint protein MAD2	72	14	1.61E-07	7.54E-08	0.467714996	0.874520593
K13345	K13345	K13345: peroxin-12	72	14	9.33E-08	7.22E-08	0.773889276	0.874520593
K13346	K13346	K13346: peroxin-10	72	14	1.28E-07	1.41E-08	0.110030948	0.874520593
K08488	K08488	K08488: syntaxin 7	72	14	4.70E-07	1.60E-08	0.034081676	0.874520593
K13996	K13996	K13996: protein disulfide-isomerase [EC:5.3.4.1]	72	14	1.68E-07	4.94E-08	0.293878826	0.874520593
K01656	K01656	K01656: anthranilate synthase / indole-3-glycerol phosphate synthase [EC:4.1.3.27 4.1.1.48]	72	14	2.07E-07	7.41E-08	0.358711643	0.874520593
K15306	K15306	K15306: Ran-binding protein 1	72	14	3.08E-07	4.06E-08	0.131510631	0.874520593
K15081	K15081	K15081: NO_NAME	72	14	1.84E-07	1.28E-08	0.069707516	0.874520593
K15082	K15082	K15082: NO_NAME	72	14	1.89E-07	3.91E-08	0.207067964	0.874520593
K05532	K05532	K05532: mannan polymerase II complex MNN11 subunit [EC:2.4.1.-]	72	14	1.40E-07	1.71E-08	0.121922414	0.874520593
K02882	K02882	K02882: large subunit ribosomal protein L18Ae	72	14	5.67E-07	4.94E-08	0.087030662	0.874520593
K01764	K01764	K01764: cytochrome c heme-lyase [EC:4.4.1.17]	72	14	1.81E-07	3.54E-08	0.19569064	0.874520593
K15111	K15111	K15111: NO_NAME	72	14	1.75E-07	2.49E-08	0.141741316	0.874520593
K05692	K05692	K05692: actin beta/gamma 1	72	14	1.39E-07	3.75E-08	0.269168887	0.874520593
K15128	K15128	K15128: NO_NAME	72	14	1.98E-07	4.34E-08	0.219644789	0.874520593
K15134	K15134	K15134: NO_NAME	72	14	1.49E-07	3.03E-08	0.203489319	0.874520593
K15177	K15177	K15177: NO_NAME	72	14	1.91E-07	1.54E-08	0.080822617	0.874520593
K15193	K15193	K15193: NO_NAME	72	14	1.20E-07	1.43E-08	0.118604285	0.874520593
K12782	K12782	K12782: meiosis-specific APC/C activator protein AMA1	72	14	1.41E-07	1.15E-08	0.081204499	0.874520593
K12538	K12538	K12538: outer membrane protein HasF	72	14	8.84E-07	1.62E-07	0.182846633	0.874520593
K12412	K12412	K12412: pheromone receptor transcription factor	72	14	2.24E-07	4.98E-08	0.221877994	0.874520593
K15216	K15216	K15216: NO_NAME	72	14	1.02E-07	3.34E-08	0.328892888	0.874520593
K06216	K06216	K06216: putative ribose uptake protein	72	14	1.31E-07	5.12E-08	0.389225562	0.874520593
K14001	K14001	K14001: nucleotide exchange factor SIL1	72	14	1.42E-07	1.72E-08	0.12059317	0.874520593
K12770	K12770	K12770: GLC7-interacting protein 1	72	14	2.48E-07	3.26E-08	0.131528252	0.874520593
K15265	K15265	K15265: NO_NAME	72	14	1.28E-07	5.87E-08	0.459316194	0.874520593
K02265	K02265	K02265: cytochrome c oxidase subunit 5b	72	14	3.48E-07	5.70E-08	0.163748102	0.874520593
K12760	K12760	K12760: G1/S-specific cyclin CLN1	72	14	1.79E-07	5.77E-08	0.322491022	0.874520593
K15220	K15220	K15220: NO_NAME	72	14	1.70E-07	1.21E-08	0.071290596	0.874520593
K05864	K05864	K05864: peptidyl-prolyl isomerase D (cyclophilin D)	72	14	2.01E-07	3.25E-08	0.161765426	0.874520593
K05848	K05848	K05848: phytoceramidase [EC:3.5.1.-]	72	14	1.44E-07	1.52E-08	0.105612488	0.874520593
K09510	K09510	"K09510: DnaJ homolog, subfamily B, member 4"	72	14	1.31E-07	1.27E-08	0.09686378	0.874520593
K12596	K12596	K12596: poly(A) RNA polymerase	72	14	1.28E-07	3.26E-08	0.253413981	0.874520593
K11403	K11403	K11403: something about silencing protein 5	72	14	2.56E-07	2.87E-08	0.112078515	0.874520593
K14059	K14059	K14059: NO_NAME	72	14	6.94E-05	1.83E-05	0.263721182	0.879131577
K02825	K02825	K02825: pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]	72	14	0.000143805	0.000165433	1.150399398	0.879131577
K02906	K02906	K02906: large subunit ribosomal protein L3	72	14	0.001552002	0.001443618	0.930164947	0.879131577
K00963	K00963	K00963: UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	72	14	0.000299056	0.000312624	1.045368944	0.879131577
K02357	K02357	K02357: elongation factor EF-Ts	72	14	0.001164007	0.001121871	0.963801136	0.879131577
K00600	K00600	K00600: glycine hydroxymethyltransferase [EC:2.1.2.1]	72	14	0.000961336	0.000956779	0.99526022	0.879131577
K09162	K09162	K09162: hypothetical protein	72	14	5.37E-06	2.29E-05	4.253851495	0.879131577
K18918	K18918	K18918: NO_NAME	72	14	3.23E-05	0.000188537	5.843034749	0.879131577
K07406	K07406	K07406: alpha-galactosidase [EC:3.2.1.22]	72	14	9.02E-05	0.000112002	1.242232985	0.879131577
K07391	K07391	K07391: magnesium chelatase family protein	72	14	0.000746676	0.000728563	0.9757413	0.879131577
K02014	K02014	K02014: iron complex outermembrane recepter protein	72	14	0.000540584	0.000581443	1.075584465	0.879131577
K00333	K00333	K00333: NADH-quinone oxidoreductase subunit D [EC:1.6.5.3]	72	14	4.51E-05	7.58E-05	1.681104757	0.879131577
K01586	K01586	K01586: diaminopimelate decarboxylase [EC:4.1.1.20]	72	14	0.001196389	0.001181711	0.987731562	0.879131577
K02501	K02501	K02501: glutamine amidotransferase [EC:2.4.2.-]	72	14	0.00072791	0.000710033	0.975440844	0.879131577
K14534	K14534	K14534: 4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]	72	14	2.17E-05	1.59E-05	0.7315899	0.879131577
K01945	K01945	K01945: phosphoribosylamine--glycine ligase [EC:6.3.4.13]	72	14	0.000611886	0.000573207	0.936786002	0.879131577
K01840	K01840	K01840: phosphomannomutase [EC:5.4.2.8]	72	14	0.000272507	0.000274406	1.006971253	0.879131577
K19161	K19161	K19161: NO_NAME	72	14	4.68E-05	4.98E-05	1.064138222	0.883746664
K10681	K10681	"K10681: two-component system, OmpR family, sensor histidine kinase SaeS [EC:2.7.13.3]"	72	14	9.61E-06	4.74E-06	0.492888984	0.883746664
K10110	K10110	K10110: maltose/maltodextrin transport system permease protein	72	14	3.27E-05	5.10E-05	1.557739284	0.883746664
K08297	K08297	K08297: crotonobetainyl-CoA dehydrogenase	72	14	8.13E-05	9.73E-05	1.197301779	0.883746664
K07290	K07290	K07290: hypothetical protein	72	14	1.29E-05	1.45E-05	1.118409698	0.883746664
K12293	K12293	K12293: competence factor transport accessory protein ComB	72	14	5.51E-06	1.68E-06	0.305323928	0.888365699
K01803	K01803	K01803: triosephosphate isomerase (TIM) [EC:5.3.1.1]	72	14	0.001091296	0.000984773	0.902388773	0.888365699
K12217	K12217	K12217: intracellular multiplication protein IcmO	72	14	9.41E-07	3.72E-06	3.954646797	0.888365699
K09473	K09473	K09473: gamma-glutamyl-gamma-aminobutyrate hydrolase [EC:3.5.1.94]	72	14	2.77E-05	6.92E-05	2.494757049	0.888365699
K04014	K04014	"K04014: formate-dependent nitrite reductase, Fe-S protein"	72	14	3.18E-05	5.33E-05	1.676542637	0.888365699
K02377	K02377	K02377: GDP-L-fucose synthase [EC:1.1.1.271]	72	14	0.000226578	0.000262101	1.156782746	0.888365699
K12678	K12678	K12678: AIDA-I adhesin-like protein	72	14	5.89E-06	2.89E-05	4.90507904	0.888365699
K10549	K10549	K10549: D-allose transport system substrate-binding protein	72	14	2.27E-05	1.39E-05	0.611858744	0.888365699
K01897	K01897	K01897: long-chain acyl-CoA synthetase [EC:6.2.1.3]	72	14	0.000701815	0.000808074	1.15140619	0.888365699
K08641	K08641	K08641: D-alanyl-D-alanine dipeptidase [EC:3.4.13.22]	72	14	0.000165628	0.000212513	1.283077696	0.888365699
K03075	K03075	K03075: preprotein translocase subunit SecG	72	14	0.000648351	0.000638657	0.985049259	0.888365699
K15923	K15923	K15923: alpha-L-fucosidase 2 [EC:3.2.1.51]	72	14	0.000205016	0.000240446	1.172818707	0.888365699
K11685	K11685	K11685: DNA-binding protein StpA	72	14	5.61E-05	9.41E-05	1.677140691	0.888365699
K03464	K03464	K03464: muconolactone D-isomerase [EC:5.3.3.4]	72	14	2.08E-06	2.56E-05	12.30965548	0.888365699
K02016	K02016	K02016: iron complex transport system substrate-binding protein	72	14	0.000941348	0.000970709	1.031189846	0.888365699
K10353	K10353	K10353: deoxyadenosine kinase [EC:2.7.1.76]	72	14	8.55E-07	5.80E-07	0.678639949	0.888365699
K19134	K19134	K19134: NO_NAME	72	14	2.33E-06	1.06E-06	0.455047265	0.892988529
K10122	K10122	K10122: putative sugar transport system permease protein	72	14	5.47E-07	3.77E-07	0.688312278	0.892988529
K00455	K00455	"K00455: 3,4-dihydroxyphenylacetate 2,3-dioxygenase [EC:1.13.11.15]"	72	14	4.99E-07	5.08E-07	1.017694758	0.892988529
K07812	K07812	K07812: trimethylamine-N-oxide reductase (cytochrome c) 2	72	14	1.22E-06	5.86E-06	4.81669547	0.892988529
K06610	K06610	"K06610: MFS transporter, SP family, inositol transporter"	72	14	2.93E-06	3.74E-06	1.276324923	0.897614996
K02691	K02691	K02691: photosystem I subunit VII	72	14	2.15E-07	1.25E-07	0.580274642	0.897614996
K08969	K08969	K08969: aminotransferase [EC:2.6.1.-]	72	14	2.38E-05	2.35E-05	0.989765113	0.897614996
K13004	K13004	K13004: NO_NAME	72	14	3.74E-07	1.40E-06	3.752914932	0.897614996
K06206	K06206	K06206: sugar fermentation stimulation protein A	72	14	0.000230497	0.000235268	1.02069748	0.897614996
K02563	K02563	K02563: UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	72	14	0.000797847	0.000782505	0.980770327	0.897614996
K06167	K06167	"K06167: phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]"	72	14	0.000124344	0.000142973	1.149810714	0.897614996
K00027	K00027	K00027: malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	72	14	0.000328546	0.000339353	1.032893374	0.897614996
K07503	K07503	K07503: hypothetical protein	72	14	4.45E-05	6.64E-05	1.493319917	0.897614996
K00180	K00180	"K00180: indolepyruvate ferredoxin oxidoreductase, beta subunit"	72	14	0.000412409	0.000487878	1.182993857	0.897614996
K02062	K02062	K02062: thiamine transport system ATP-binding protein	72	14	1.67E-05	1.23E-05	0.739364003	0.897614996
K07562	K07562	K07562: nonsense-mediated mRNA decay protein 3	72	14	7.26E-06	1.01E-07	0.01395087	0.897614996
K02044	K02044	K02044: phosphonate transport system substrate-binding protein	72	14	9.62E-05	0.000104454	1.085454469	0.897614996
K00651	K00651	K00651: homoserine O-succinyltransferase [EC:2.3.1.46]	72	14	0.001035788	0.001032644	0.996964759	0.897614996
K03153	K03153	K03153: glycine oxidase [EC:1.4.3.19]	72	14	1.13E-06	2.82E-07	0.249164151	0.897614996
K11709	K11709	K11709: manganese/zinc/iron transport system permease protein	72	14	7.59E-06	6.37E-05	8.39471662	0.897614996
K10440	K10440	K10440: ribose transport system permease protein	72	14	0.00025442	0.000305151	1.199399407	0.897614996
K01046	K01046	K01046: triacylglycerol lipase [EC:3.1.1.3]	72	14	1.51E-05	1.94E-05	1.285061327	0.897614996
